ProteinIds	Gene Name	Protein Description	Tissue Specificity	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular Location[CC]	Protein	log2FC	Label2	Imputed.FDR
P02743	APCS	Serum amyloid P-component (SAP) (9.5S alpha-1-glycoprotein) [Cleaved into: Serum amyloid P-component(1-203)]	TISSUE SPECIFICITY: Found in serum and urine. {ECO:0000269|PubMed:15174148}.	acute-phase response [GO:0006953]; chaperone-mediated protein complex assembly [GO:0051131]; innate immune response [GO:0045087]; negative regulation by host of viral exo-alpha-sialidase activity [GO:0044869]; negative regulation by host of viral glycoprotein metabolic process [GO:0044871]; negative regulation of acute inflammatory response [GO:0002674]; negative regulation of exo-alpha-sialidase activity [GO:1903016]; negative regulation of glycoprotein metabolic process [GO:1903019]; negative regulation of monocyte differentiation [GO:0045656]; negative regulation of viral entry into host cell [GO:0046597]; negative regulation of viral process [GO:0048525]; negative regulation of wound healing [GO:0061045]; protein folding [GO:0006457]	blood microparticle [GO:0072562]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nucleus [GO:0005634]	calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; complement component C1q complex binding [GO:0001849]; identical protein binding [GO:0042802]; unfolded protein binding [GO:0051082]; virion binding [GO:0046790]	SUBCELLULAR LOCATION: Secreted.	P02743	-0.439944553282	northstar-vital	0.207106256050477
P02748	C9	Complement component C9 [Cleaved into: Complement component C9a; Complement component C9b]	TISSUE SPECIFICITY: Plasma (at protein level). {ECO:0000269|PubMed:22832194, ECO:0000269|PubMed:26841934, ECO:0000269|PubMed:8603752, ECO:0000269|PubMed:9212048, ECO:0000269|PubMed:9634479}.	cell killing [GO:0001906]; complement activation [GO:0006956]; complement activation, alternative pathway [GO:0006957]; complement activation, classical pathway [GO:0006958]; killing of cells of another organism [GO:0031640]; positive regulation of immune response [GO:0050778]; protein homooligomerization [GO:0051260]	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane attack complex [GO:0005579]; other organism cell membrane [GO:0044218]; plasma membrane [GO:0005886]		SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:22832194, ECO:0000269|PubMed:26841934, ECO:0000269|PubMed:8603752, ECO:0000269|PubMed:9212048, ECO:0000269|PubMed:9634479}. Target cell membrane {ECO:0000269|PubMed:26841934, ECO:0000269|PubMed:30111885, ECO:0000269|PubMed:9212048}; Multi-pass membrane protein {ECO:0000269|PubMed:26841934}. Note=Secreted as soluble monomer. Oligomerizes at target membranes, forming a pre-pore. A conformation change then leads to the formation of a 100 Angstrom diameter pore. {ECO:0000269|PubMed:26841934, ECO:0000269|PubMed:30111885, ECO:0000269|PubMed:4055801, ECO:0000269|PubMed:9634479}.	P02748	-0.9972777747318772	northstar-vital	0.0922621689672906
P02749	APOH	Beta-2-glycoprotein 1 (APC inhibitor) (Activated protein C-binding protein) (Anticardiolipin cofactor) (Apolipoprotein H) (Apo-H) (Beta-2-glycoprotein I) (B2GPI) (Beta(2)GPI)	TISSUE SPECIFICITY: Expressed by the liver and secreted in plasma.	blood coagulation, intrinsic pathway [GO:0007597]; negative regulation of angiogenesis [GO:0016525]; negative regulation of blood coagulation [GO:0030195]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of fibrinolysis [GO:0051918]; negative regulation of myeloid cell apoptotic process [GO:0033033]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; plasminogen activation [GO:0031639]; positive regulation of blood coagulation [GO:0030194]; positive regulation of lipoprotein lipase activity [GO:0051006]; regulation of fibrinolysis [GO:0051917]; triglyceride metabolic process [GO:0006641]; triglyceride transport [GO:0034197]	cell surface [GO:0009986]; chylomicron [GO:0042627]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; high-density lipoprotein particle [GO:0034364]; platelet dense granule lumen [GO:0031089]; very-low-density lipoprotein particle [GO:0034361]	heparin binding [GO:0008201]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; lipoprotein lipase activator activity [GO:0060230]; phospholipid binding [GO:0005543]	SUBCELLULAR LOCATION: Secreted.	P02749	1.55225496177776	northstar-vital	0.192858650913184
P02750	LRG1	Leucine-rich alpha-2-glycoprotein (LRG)	TISSUE SPECIFICITY: Plasma.	brown fat cell differentiation [GO:0050873]; keratinocyte migration [GO:0051546]; leukocyte adhesion to vascular endothelial cell [GO:0061756]; positive regulation of angiogenesis [GO:0045766]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of epithelial cell proliferation involved in wound healing [GO:0060054]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of keratinocyte proliferation [GO:0010838]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; response to bacterium [GO:0009617]; wound healing, spreading of epidermal cells [GO:0035313]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]	type I transforming growth factor beta receptor binding [GO:0034713]; type II transforming growth factor beta receptor binding [GO:0005114]	SUBCELLULAR LOCATION: Secreted.	P02750	-0.056030029226406	northstar-vital	0.7605644885902441
P02760	AMBP	Protein AMBP (Protein HC) [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-) (Alpha-1 microglycoprotein) (Complex-forming glycoprotein heterogeneous in charge); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (EDC1) (HI-30) (Uronic-acid-rich protein); Trypstatin]	TISSUE SPECIFICITY: [Alpha-1-microglobulin]: Expressed by the liver and secreted in plasma. Occurs in many physiological fluids including plasma, urine, and cerebrospinal fluid (PubMed:11877257). Expressed in epidermal keratinocytes, in dermis and epidermal-dermal junction (at protein level) (PubMed:22096585). Expressed in red blood cells (at protein level) (PubMed:32092412). Expressed in placenta (PubMed:21356557). {ECO:0000269|PubMed:11877257, ECO:0000269|PubMed:21356557, ECO:0000269|PubMed:22096585, ECO:0000269|PubMed:32092412}.; TISSUE SPECIFICITY: [Inter-alpha-trypsin inhibitor light chain]: Detected in placenta (at protein level) (PubMed:32337544). Detected in cerebrospinal fluid, plasma and urine (at protein level) (PubMed:25326458, PubMed:36213313, PubMed:37453717). Expressed in airway epithelium and submucosal gland (at protein level). Colocalizes with TNFAIP6 at the ciliary border. Present in bronchoalveolar lavage fluid (at protein level). {ECO:0000269|PubMed:16873769, ECO:0000269|PubMed:25326458, ECO:0000269|PubMed:32337544, ECO:0000269|PubMed:36213313, ECO:0000269|PubMed:37453717}.	cell adhesion [GO:0007155]; female pregnancy [GO:0007565]; heme catabolic process [GO:0042167]; negative regulation of immune response [GO:0050777]; negative regulation of JNK cascade [GO:0046329]	blood microparticle [GO:0072562]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mitochondrial inner membrane [GO:0005743]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]	calcium channel inhibitor activity [GO:0019855]; calcium oxalate binding [GO:0046904]; carbohydrate binding [GO:0030246]; heme binding [GO:0020037]; IgA binding [GO:0019862]; oxidoreductase activity [GO:0016491]; protein homodimerization activity [GO:0042803]; serine-type endopeptidase inhibitor activity [GO:0004867]	SUBCELLULAR LOCATION: [Alpha-1-microglobulin]: Secreted {ECO:0000269|PubMed:11877257, ECO:0000269|PubMed:32092412, ECO:0000269|PubMed:37453717}. Endoplasmic reticulum {ECO:0000269|PubMed:22096585}. Cytoplasm, cytosol {ECO:0000269|PubMed:32092412}. Cell membrane {ECO:0000269|PubMed:22096585, ECO:0000269|PubMed:32092412}; Peripheral membrane protein {ECO:0000305|PubMed:22096585, ECO:0000305|PubMed:32092412}. Nucleus membrane {ECO:0000269|PubMed:22096585}; Peripheral membrane protein {ECO:0000305|PubMed:22096585}. Mitochondrion inner membrane {ECO:0000305|PubMed:23157686}; Peripheral membrane protein {ECO:0000305|PubMed:23157686}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:22096585}. Note=The cellular uptake occurs via a non-endocytotic pathway and allows for localization to various membrane structures. A specific binding to plasma membrane suggests the presence of a cell receptor, yet to be identified. Directly binds collagen fibers type I. {ECO:0000269|PubMed:22096585}.; SUBCELLULAR LOCATION: [Inter-alpha-trypsin inhibitor light chain]: Secreted {ECO:0000269|PubMed:25326458, ECO:0000269|PubMed:36213313}.	P02760	-0.444316803769027	northstar-vital	0.624367778518317
P02763	ORM1	Alpha-1-acid glycoprotein 1 (AGP 1) (Orosomucoid-1) (OMD 1)	TISSUE SPECIFICITY: Expressed by the liver and secreted in plasma.	acute-phase response [GO:0006953]; inflammatory response [GO:0006954]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-1 production [GO:0032732]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of immune system process [GO:0002682]	blood microparticle [GO:0072562]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; platelet alpha granule lumen [GO:0031093]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]		SUBCELLULAR LOCATION: Secreted.	P02763	-0.3843123734431729	northstar-vital	0.606614462879306
P02765	AHSG	Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B]	TISSUE SPECIFICITY: Synthesized in liver and selectively concentrated in bone matrix. Secreted in plasma. It is also found in dentin in much higher quantities than other plasma proteins.	acute-phase response [GO:0006953]; negative regulation of bone mineralization [GO:0030502]; negative regulation of insulin receptor signaling pathway [GO:0046627]; ossification [GO:0001503]; pinocytosis [GO:0006907]; positive regulation of phagocytosis [GO:0050766]; regulation of bone mineralization [GO:0030500]; regulation of inflammatory response [GO:0050727]; skeletal system development [GO:0001501]	blood microparticle [GO:0072562]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; platelet alpha granule lumen [GO:0031093]; secretory granule lumen [GO:0034774]	cysteine-type endopeptidase inhibitor activity [GO:0004869]; endopeptidase inhibitor activity [GO:0004866]; kinase inhibitor activity [GO:0019210]	SUBCELLULAR LOCATION: Secreted.	P02765	0.12506170753716	northstar-vital	0.713519505862384
P02766	TTR	Transthyretin (ATTR) (Prealbumin) (TBPA)	TISSUE SPECIFICITY: Detected in serum and cerebrospinal fluid (at protein level). Highly expressed in choroid plexus epithelial cells. Detected in retina pigment epithelium and liver. {ECO:0000269|PubMed:10328977, ECO:0000269|PubMed:3714052}.	purine nucleobase metabolic process [GO:0006144]	azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	hormone activity [GO:0005179]; identical protein binding [GO:0042802]; thyroid hormone binding [GO:0070324]	SUBCELLULAR LOCATION: Secreted. Cytoplasm.	P02766	0.5834309000760171	northstar-vital	0.48228792298008
P02768	ALB	Albumin	TISSUE SPECIFICITY: Plasma.	cellular response to calcium ion starvation [GO:0072732]; cellular response to starvation [GO:0009267]; negative regulation of mitochondrial depolarization [GO:0051902]	blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; platelet alpha granule lumen [GO:0031093]; protein-containing complex [GO:0032991]	antioxidant activity [GO:0016209]; copper ion binding [GO:0005507]; DNA binding [GO:0003677]; enterobactin binding [GO:1903981]; exogenous protein binding [GO:0140272]; fatty acid binding [GO:0005504]; identical protein binding [GO:0042802]; protein-folding chaperone binding [GO:0051087]; pyridoxal phosphate binding [GO:0030170]; toxic substance binding [GO:0015643]	SUBCELLULAR LOCATION: Secreted.	P02768	0.1935753972172089	northstar-vital	0.8652811808873699
P02787	TF	Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin)	TISSUE SPECIFICITY: Expressed by the liver and secreted in plasma.	actin filament organization [GO:0007015]; antibacterial humoral response [GO:0019731]; cellular response to iron ion [GO:0071281]; ERK1 and ERK2 cascade [GO:0070371]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]; osteoclast differentiation [GO:0030316]; positive regulation of bone resorption [GO:0045780]; positive regulation of cell motility [GO:2000147]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of phosphorylation [GO:0042327]; positive regulation of receptor-mediated endocytosis [GO:0048260]; regulation of iron ion transport [GO:0034756]; regulation of protein stability [GO:0031647]	apical plasma membrane [GO:0016324]; basal part of cell [GO:0045178]; basal plasma membrane [GO:0009925]; blood microparticle [GO:0072562]; cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; clathrin-coated pit [GO:0005905]; cytoplasmic vesicle [GO:0031410]; early endosome [GO:0005769]; endocytic vesicle [GO:0030139]; endoplasmic reticulum lumen [GO:0005788]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; HFE-transferrin receptor complex [GO:1990712]; late endosome [GO:0005770]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; secretory granule lumen [GO:0034774]; vesicle [GO:0031982]	ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; iron chaperone activity [GO:0034986]; transferrin receptor binding [GO:1990459]	SUBCELLULAR LOCATION: Secreted.	P02787	-0.7940591092618449	northstar-vital	0.265478633257033
