ProteinIds	Gene Name	Protein Description	Tissue Specificity	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular Location[CC]	Protein	Individual_Vital_28_1	Individual_Vital_29_1	Individual_Vital_30_1	Individual_Vital_31_1	Individual_Vital_32_1	Northstar_QC_P1_1	Northstar_QC_P1_2	Northstar_QC_P2_1	Northstar_QC_P2_2	Vital_QC_P1_1	Vital_QC_P1_2	Vital_QC_P2_1	Vital_QC_P2_2
P49755	TMED10	Transmembrane emp24 domain-containing protein 10 (Protein TMED10) (21 kDa transmembrane-trafficking protein) (S31I125) (S31III125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta1) (p24delta)		COPI coating of Golgi vesicle [GO:0048205]; COPI-coated vesicle budding [GO:0035964]; COPII vesicle coating [GO:0048208]; cytosol to ERGIC protein transport [GO:0106273]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; positive regulation of interleukin-1 production [GO:0032732]; positive regulation of protein secretion [GO:0050714]; protein localization to ERGIC [GO:0106272]; regulated exocytosis [GO:0045055]; regulation of amyloid-beta formation [GO:1902003]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle cargo loading [GO:0035459]; vesicle targeting, to, from or within Golgi [GO:0048199]	cis-Golgi network [GO:0005801]; COPI-coated vesicle [GO:0030137]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; ER to Golgi transport vesicle membrane [GO:0012507]; gamma-secretase complex [GO:0070765]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; melanosome [GO:0042470]; membrane [GO:0016020]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; trans-Golgi network transport vesicle [GO:0030140]; transport vesicle [GO:0030133]; zymogen granule membrane [GO:0042589]	cargo receptor activity [GO:0038024]; protein transmembrane transporter activity [GO:0008320]; syntaxin binding [GO:0019905]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10852829, ECO:0000269|PubMed:12237308, ECO:0000269|PubMed:9472029}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:12237308, ECO:0000269|PubMed:32272059, ECO:0000269|PubMed:9382861}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:10852829, ECO:0000269|PubMed:12237308, ECO:0000269|PubMed:21219331, ECO:0000269|PubMed:9382861, ECO:0000269|PubMed:9472029}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:9382861}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q63584}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:Q63584}; Single-pass type I membrane protein {ECO:0000255}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:17081065}.	P49755	702062.3342299353	392951.2928517914	745279.8124999964			447048.8517799751			428858.0751200454	908382.562499994	903890.6022254884	266325.0365300439	459347.9494937599
P49788	RARRES1	Retinoic acid receptor responder protein 1 (Phorbol ester-induced gene 1 protein) (PERG-1) (RAR-responsive protein TIG1) (Tazarotene-induced gene 1 protein)	TISSUE SPECIFICITY: Detected in urine (at protein level). {ECO:0000269|PubMed:36213313, ECO:0000269|PubMed:37453717}.	negative regulation of cell population proliferation [GO:0008285]	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]	metalloendopeptidase inhibitor activity [GO:0008191]	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:21303978}; Single-pass type III membrane protein {ECO:0000269|PubMed:21303978}. Secreted {ECO:0000269|PubMed:36213313, ECO:0000269|PubMed:37453717}.	P49788										571952.9999999985	579029.000000003		
P49790	NUP153	Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153)		amyloid fibril formation [GO:1990000]; mRNA transport [GO:0051028]; negative regulation of RNA export from nucleus [GO:0046832]; nuclear pore complex assembly [GO:0051292]; nucleocytoplasmic transport [GO:0006913]; protein import into nucleus [GO:0006606]; RNA export from nucleus [GO:0006405]; symbiont entry into host cell [GO:0046718]; viral penetration into host nucleus [GO:0075732]	cytosol [GO:0005829]; host cell [GO:0043657]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear inclusion body [GO:0042405]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]; nuclear pore nuclear basket [GO:0044615]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	DNA binding [GO:0003677]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; molecular condensate scaffold activity [GO:0140693]; nuclear localization sequence binding [GO:0008139]; protein-membrane adaptor activity [GO:0043495]; structural constituent of nuclear pore [GO:0017056]	SUBCELLULAR LOCATION: Nucleus. Nucleus membrane. Nucleus, nuclear pore complex. Note=Tightly associated with the nuclear membrane and lamina (By similarity). Localized to the nucleoplasmic side of the nuclear pore complex (NPC) core structure, forming a fibrous structure called the nuclear basket. Dissociates from the NPC structure early during prophase of mitosis. Integrated in the newly assembled nuclear envelope of postmitotic cells early in G1. Colocalized with NUP98 and TPR to the nuclear basket at the nucleoplasmic side of the NPC. Detected in diffuse and discrete intranuclear foci. Remained localized to the nuclear membrane after poliovirus (PV) infection. {ECO:0000250}.	P49790-3	5910726.500000048	3573462.000000039	5139183.500000039	5999458.999999801	5391463.499999862		6061735.500000085	6443203.000000225	6182282.499999818			4993050.499999967	
P49908	SELENOP	Selenoprotein P (SeP)	TISSUE SPECIFICITY: Made in the liver and heart and secreted into the plasma. It is also found in the kidney.	brain development [GO:0007420]; locomotory behavior [GO:0007626]; post-embryonic development [GO:0009791]; regulation of growth [GO:0040008]; response to oxidative stress [GO:0006979]; response to selenium ion [GO:0010269]; selenium compound metabolic process [GO:0001887]; sexual reproduction [GO:0019953]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; platelet dense granule lumen [GO:0031089]	selenium binding [GO:0008430]	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:8142465}. Note=Passes from plasma into the glomerular filtrate where it is removed by endocytosis mediated by LRP2 in the proximal tubule epithelium. {ECO:0000250|UniProtKB:P70274}.	P49908	779303.844728179	637711.497182543		952347.4586811851	800767.9277279032	1400182.2198218587	2118001.773162139	1122526.0000000205	678606.9307662084	434411.09360103	514298.3993079915	426840.6982834273	602493.6875000098
P49913	CAMP	Cathelicidin antimicrobial peptide (18 kDa cationic antimicrobial protein) (CAP-18) (hCAP-18) [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37; Antibacterial peptide KR-20; Antibacterial peptide LL-23; Antibacterial peptide LL-29; Antibacterial peptide KS-30; Antibacterial peptide RK-31; Antibacterial peptide FF-33]	TISSUE SPECIFICITY: Expressed in neutrophilic granulocytes (at protein level) (PubMed:7529412, PubMed:7615076, PubMed:7890387, PubMed:8681941, PubMed:8946956, PubMed:9736536). Expressed in bone marrow (PubMed:7890387). {ECO:0000269|PubMed:7529412, ECO:0000269|PubMed:7615076, ECO:0000269|PubMed:7890387, ECO:0000269|PubMed:8681941, ECO:0000269|PubMed:8946956, ECO:0000269|PubMed:9736536}.; TISSUE SPECIFICITY: [Antibacterial peptide LL-37]: Expressed in granulocytes (at protein level) (PubMed:8681941). Expressed by the eccrine apparatus and secreted into sweat on skin (at protein level) (PubMed:14978112). {ECO:0000269|PubMed:14978112, ECO:0000269|PubMed:8681941}.; TISSUE SPECIFICITY: [Antibacterial peptide FALL-39]: Expressed in bone marrow and testis. {ECO:0000269|PubMed:7529412}.	amyloid fibril formation [GO:1990000]; antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-6 [GO:0071354]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to peptidoglycan [GO:0071224]; cellular response to tumor necrosis factor [GO:0071356]; cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; innate immune response in mucosa [GO:0002227]; killing by host of symbiont cells [GO:0051873]; neutrophil activation [GO:0042119]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of protein phosphorylation [GO:0001934]	cell projection [GO:0042995]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; specific granule [GO:0042581]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]	lipopolysaccharide binding [GO:0001530]	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:14978112}. Vesicle {ECO:0000269|PubMed:7529412, ECO:0000269|PubMed:9736536}. Note=Stored as pro-peptide in granules and phagolysosomes of neutrophils (PubMed:7529412, PubMed:9736536). Secreted in sweat onto skin (PubMed:14978112). {ECO:0000269|PubMed:14978112, ECO:0000269|PubMed:7529412, ECO:0000269|PubMed:9736536}.	P49913			663533.6249999849							2020809.0000000224	2301027.500000013		2079304.875000052
P50148	GNAQ	Guanine nucleotide-binding protein G(q) subunit alpha (EC 3.6.5.-) (Guanine nucleotide-binding protein alpha-q)	TISSUE SPECIFICITY: Predominantly expressed in ovary, prostate, testis and colon. Down-regulated in the peripheral blood lymphocytes (PBLs) of rheumatoid arthritis patients (at protein level). {ECO:0000269|PubMed:21923740, ECO:0000269|PubMed:8664309}.	action potential [GO:0001508]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; blood coagulation [GO:0007596]; entrainment of circadian clock [GO:0009649]; G protein-coupled acetylcholine receptor signaling pathway [GO:0007213]; glutamate receptor signaling pathway [GO:0007215]; negative regulation of protein kinase activity [GO:0006469]; phospholipase C-activating dopamine receptor signaling pathway [GO:0060158]; phototransduction, visible light [GO:0007603]; protein stabilization [GO:0050821]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of platelet activation [GO:0010543]	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; heterotrimeric G-protein complex [GO:0005834]; lysosomal membrane [GO:0005765]; nuclear membrane [GO:0031965]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; synapse [GO:0045202]	G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activator activity [GO:0005096]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19001095}; Lipid-anchor {ECO:0000269|PubMed:19001095}. Golgi apparatus {ECO:0000269|PubMed:19001095}. Nucleus {ECO:0000250|UniProtKB:P21279}. Nucleus membrane {ECO:0000250|UniProtKB:P21279}. Note=Colocalizes with the adrenergic receptors, ADREN1A and ADREN1B, at the nuclear membrane of cardiac myocytes. {ECO:0000250|UniProtKB:P21279}.	P50148	910168.8843491464	810336.7096376464	737539.1760473665	921333.9189127036	514007.4864661108	778520.3148096276	719731.3378344146	608673.6081077745	1024997.5946608684	1093793.6292255248	1285808.625863945	811788.4237120523	937488.1509855608
P50395	GDI2	Rab GDP dissociation inhibitor beta (Rab GDI beta) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)	TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:7543319}.	negative regulation of cilium assembly [GO:1902018]; negative regulation of protein localization to cilium [GO:1903565]; protein transport [GO:0015031]; signal transduction [GO:0007165]; small GTPase-mediated signal transduction [GO:0007264]; vesicle-mediated transport [GO:0016192]	azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; secretory granule lumen [GO:0034774]; synapse [GO:0045202]; vesicle [GO:0031982]	GTPase activator activity [GO:0005096]; Rab GDP-dissociation inhibitor activity [GO:0005093]; RNA binding [GO:0003723]; small GTPase binding [GO:0031267]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.	P50395	907642.0264727956	1276806.6210036585	1752274.7188846513	890178.3296316505	687928.0318984498	931042.9113174065	552362.3990661957	597085.0921046938	695228.0726247814	1236246.127740991	851984.0920692114		1097623.2397346038
P50454	SERPINH1	Serpin H1 (47 kDa heat shock protein) (Arsenic-transactivated protein 3) (AsTP3) (Cell proliferation-inducing gene 14 protein) (Collagen-binding protein) (Colligin) (Rheumatoid arthritis-related antigen RA-A47)		chondrocyte development involved in endochondral bone morphogenesis [GO:0003433]; collagen biosynthetic process [GO:0032964]; collagen fibril organization [GO:0030199]; protein maturation [GO:0051604]; response to unfolded protein [GO:0006986]	collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular space [GO:0005615]; membrane raft [GO:0045121]	collagen binding [GO:0005518]; RNA binding [GO:0003723]; serine-type endopeptidase inhibitor activity [GO:0004867]; unfolded protein binding [GO:0051082]	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen.	P50454			191111.49763403495							199051.65213203663	230511.18499343845		200019.66074138164
P50552	VASP	Vasodilator-stimulated phosphoprotein (VASP)	TISSUE SPECIFICITY: Highly expressed in platelets. {ECO:0000269|PubMed:7828592}.	actin cytoskeleton organization [GO:0030036]; actin polymerization or depolymerization [GO:0008154]; axon guidance [GO:0007411]; neural tube closure [GO:0001843]; positive regulation of actin filament polymerization [GO:0030838]; protein homotetramerization [GO:0051289]	actin cytoskeleton [GO:0015629]; bicellular tight junction [GO:0005923]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filopodium membrane [GO:0031527]; focal adhesion [GO:0005925]; lamellipodium membrane [GO:0031258]; plasma membrane [GO:0005886]	actin binding [GO:0003779]; cadherin binding [GO:0045296]; profilin binding [GO:0005522]; SH3 domain binding [GO:0017124]	SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, cytoskeleton. Cell junction, focal adhesion. Cell junction, tight junction {ECO:0000250}. Cell projection, lamellipodium membrane. Cell projection, filopodium membrane. Note=Targeted to stress fibers and focal adhesions through interaction with a number of proteins including MRL family members. Localizes to the plasma membrane in protruding lamellipodia and filopodial tips. Stimulation by thrombin or PMA, also translocates VASP to focal adhesions. Localized along the sides of actin filaments throughout the peripheral cytoplasm under basal conditions. In pre-apoptotic cells, colocalizes with MEFV in large specks (pyroptosomes).	P50552			179315.1097770931	147834.76428196818					131864.94354598466	288063.0343633147	228765.9043877388	205053.937969381	243930.7499048134
P50591	TNFSF10	Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253)	TISSUE SPECIFICITY: Widespread; most predominant in spleen, lung and prostate.	apoptotic process [GO:0006915]; cell-cell signaling [GO:0007267]; immune response [GO:0006955]; male gonad development [GO:0008584]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; response to insulin [GO:0032868]; signal transduction [GO:0007165]; TRAIL-activated apoptotic signaling pathway [GO:0036462]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]	cytokine activity [GO:0005125]; identical protein binding [GO:0042802]; signaling receptor binding [GO:0005102]; TRAIL binding [GO:0045569]; tumor necrosis factor receptor binding [GO:0005164]; zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14609566}; Single-pass type II membrane protein {ECO:0000305}. Secreted {ECO:0000269|PubMed:14609566}. Note=Exists both as membrane-bound and soluble form. {ECO:0000269|PubMed:14609566}.	P50591	1040370.009088462	1333057.7796687535	1181631.3435107127	1361590.5794156175	1954665.463723148	1633647.063000008	1650565.170786249	517493.9290533382	1183591.574014695	1047862.8079412902	1110141.333046862	648208.0911674547	740960.1062417434
